Year,URN,Rationalised_School_Type,Yr_Group,Pupils,Actual/Projection/Historic,Phase
202627,112885,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,113064,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,113126,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,113164,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,113804,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,114114,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,115949,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,117942,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,117983,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,117997,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,119228,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,119405,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,119608,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,122180,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,122188,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,122196,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,122656,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,123457,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,123508,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,123754,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,131125,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,131192,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,132086,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,133676,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,134343,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,136269,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,136601,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,137025,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,137182,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,137290,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,137825,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,137853,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,138310,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,139090,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,139091,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,139120,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,139195,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,139479,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,139870,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,140056,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,140355,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,140672,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,140871,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,140983,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,141115,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,141828,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,142074,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,142312,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,142503,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,142551,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,142714,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143099,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143153,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143158,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143442,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143534,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143543,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143607,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143821,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,143833,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144298,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144418,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144521,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144535,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144679,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144849,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144923,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,144987,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145054,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145199,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145210,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145346,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145762,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145770,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145956,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,145983,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,146112,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,146395,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,146498,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,146897,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,146917,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,146937,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,147584,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,147729,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,147797,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,147823,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,148061,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,148234,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,148336,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,148570,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,148764,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,148906,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,148970,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,149090,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,149120,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,149225,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,149409,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,149498,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,149850,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,150132,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,150267,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,150490,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,151003,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,151431,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,151468,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202627,151469,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,100020,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,100270,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,100439,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,102568,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,102583,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,103698,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,106290,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,107615,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,108352,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,109140,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,109451,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,109472,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,109481,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,111247,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,111389,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,112256,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,112272,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,112287,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,112316,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,112885,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,113064,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,113126,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,113164,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,113804,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,114114,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,117942,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,117983,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,117997,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,119228,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,119405,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,119608,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,122180,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,122188,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,122196,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,122656,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,123457,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,123508,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,123754,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,131125,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,131192,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,133676,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,134343,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,136269,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,136601,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,137025,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,137182,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,137825,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,137853,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,138310,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,139090,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,139091,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,139120,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,139195,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,139479,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,139870,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,140056,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,140355,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,140672,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,140871,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,140983,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,141828,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,142312,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,142503,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,142714,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143099,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143153,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143158,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143442,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143534,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143543,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143607,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143821,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,143833,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144298,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144418,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144521,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144535,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144679,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144849,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144923,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,144987,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145054,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145199,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145210,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145346,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145762,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145770,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145956,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,145983,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,146112,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,146395,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,146897,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,146917,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,146937,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,147584,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,147729,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,147797,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,147823,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,148061,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,148234,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,148334,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,148336,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,148764,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,148906,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,148970,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,149090,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,149120,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,149225,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,149409,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,149498,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,149850,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,150132,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,150267,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,150490,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,151003,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,151431,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,151468,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
202728,151469,02 - Mainstream - Primary,N 1,2.0,Projections,Early Years
201920,100672,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,101006,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,101296,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,103090,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,104429,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,104783,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,104990,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,105238,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,105287,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,109456,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,109507,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,110359,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,110481,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,111389,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,112785,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,113133,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
201920,113141,02 - Mainstream - Primary,N 1,2.0,Historic,Early Years
